/host/ubuntu/tungtk2/aicovid/aicv115m_api_template
data/coswara/Coswara-Data_0511/all/iV3Db6t1T8b7c5HQY2TwxIhjbzD3/cough-shallow_mel_2048_128.npy	128	1201	iV3Db6t1T8b7c5HQY2TwxIhjbzD3_train
data/coswara/Coswara-Data_0511/all/C5eIsssb9GSkaAgIfsHMHeR6fSh1/cough-shallow_mel_2048_128.npy	128	1036	C5eIsssb9GSkaAgIfsHMHeR6fSh1_train
data/coswara/Coswara-Data_0511/all/yWp5tMRFDzbbeEe2csKNd909fqh1/cough-shallow_mel_2048_128.npy	128	621	yWp5tMRFDzbbeEe2csKNd909fqh1_train
data/coswara/Coswara-Data_0511/all/rB5oGtrGYZR5uJUXEaDYrrredz13/cough-shallow_mel_2048_128.npy	128	409	rB5oGtrGYZR5uJUXEaDYrrredz13_train
data/coswara/Coswara-Data_0511/all/OW5RTM4WXPawz0QLpsfjsl4FqM22/cough-shallow_mel_2048_128.npy	128	541	OW5RTM4WXPawz0QLpsfjsl4FqM22_train
data/coswara/Coswara-Data_0511/all/lF4uHVWCoBPlnxvapmUJ4ROtYV73/cough-shallow_mel_2048_128.npy	128	931	lF4uHVWCoBPlnxvapmUJ4ROtYV73_train
data/coswara/Coswara-Data_0511/all/pOZwqBg4NsVYWASmwwhXFq4UlpC2/cough-shallow_mel_2048_128.npy	128	586	pOZwqBg4NsVYWASmwwhXFq4UlpC2_train
data/coswara/Coswara-Data_0511/all/OTSzQ3koIrTIdjRbfrDBzn88rLe2/cough-shallow_mel_2048_128.npy	128	458	OTSzQ3koIrTIdjRbfrDBzn88rLe2_train
data/coswara/Coswara-Data_0511/all/Q2rqPfhdilf16SbycBrtJ4gQ5Ep1/cough-shallow_mel_2048_128.npy	128	856	Q2rqPfhdilf16SbycBrtJ4gQ5Ep1_train
data/coswara/Coswara-Data_0511/all/Q8ADRNJMa3ecKbRrrVWqBsbNmsL2/cough-shallow_mel_2048_128.npy	128	1096	Q8ADRNJMa3ecKbRrrVWqBsbNmsL2_train
data/coswara/Coswara-Data_0511/all/nE9m0JsRXTYoni1nN9LpiBJJJXJ2/cough-shallow_mel_2048_128.npy	128	361	nE9m0JsRXTYoni1nN9LpiBJJJXJ2_train
data/coswara/Coswara-Data_0511/all/Ny6G594aKENcYgURBgYJJa62ziV2/cough-shallow_mel_2048_128.npy	128	1036	Ny6G594aKENcYgURBgYJJa62ziV2_train
data/coswara/Coswara-Data_0511/all/R4AY1hLOZtUJRsYeDGgGZR4sKVP2/cough-shallow_mel_2048_128.npy	128	601	R4AY1hLOZtUJRsYeDGgGZR4sKVP2_train
data/coswara/Coswara-Data_0511/all/RUG3ss3JaEVElB4LvuOrW8wC1pD2/cough-shallow_mel_2048_128.npy	128	946	RUG3ss3JaEVElB4LvuOrW8wC1pD2_train
data/coswara/Coswara-Data_0511/all/fKZtrxD1qFVpLIgnmwEzWvnQZc83/cough-shallow_mel_2048_128.npy	128	1274	fKZtrxD1qFVpLIgnmwEzWvnQZc83_train
data/coswara/Coswara-Data_0511/all/zga52aKD4sQJbsqwZg1RrLKjkus2/cough-shallow_mel_2048_128.npy	128	751	zga52aKD4sQJbsqwZg1RrLKjkus2_train
data/coswara/Coswara-Data_0511/all/r0XiFJDYZCMvV7xT8LowfFV3DJQ2/cough-shallow_mel_2048_128.npy	128	1051	r0XiFJDYZCMvV7xT8LowfFV3DJQ2_train
data/coswara/Coswara-Data_0511/all/dPi1G2i821MDlbBUQWboTaExz023/cough-shallow_mel_2048_128.npy	128	1966	dPi1G2i821MDlbBUQWboTaExz023_train
data/coswara/Coswara-Data_0511/all/TqZXC5KdCZOC4T7p69TUNnU9abD3/cough-shallow_mel_2048_128.npy	128	916	TqZXC5KdCZOC4T7p69TUNnU9abD3_train
data/coswara/Coswara-Data_0511/all/356wSucV0OV6VQMvozjX63pIXrH2/cough-shallow_mel_2048_128.npy	128	1321	356wSucV0OV6VQMvozjX63pIXrH2_train
data/coswara/Coswara-Data_0511/all/OPOiHCtB3WXhEdnsofhMpnP8bak1/cough-shallow_mel_2048_128.npy	128	466	OPOiHCtB3WXhEdnsofhMpnP8bak1_train
data/coswara/Coswara-Data_0511/all/XbOUJCUl8GWEpQpIRMvujDE1sTE2/cough-shallow_mel_2048_128.npy	128	451	XbOUJCUl8GWEpQpIRMvujDE1sTE2_train
data/coswara/Coswara-Data_0511/all/RDvP61T75eMxewvhinz2XYm7cYY2/cough-shallow_mel_2048_128.npy	128	1606	RDvP61T75eMxewvhinz2XYm7cYY2_train
data/coswara/Coswara-Data_0511/all/dFtGnzYqh1NVAwQUQ3wkysqAe3n1/cough-shallow_mel_2048_128.npy	128	781	dFtGnzYqh1NVAwQUQ3wkysqAe3n1_train
data/coswara/Coswara-Data_0511/all/rCsX9988lSeyFudpTucks6czFo32/cough-shallow_mel_2048_128.npy	128	721	rCsX9988lSeyFudpTucks6czFo32_train
data/coswara/Coswara-Data_0511/all/srdG1jMMYHUtAU7bKP1dsbwJvxv1/cough-shallow_mel_2048_128.npy	128	721	srdG1jMMYHUtAU7bKP1dsbwJvxv1_train
data/coswara/Coswara-Data_0511/all/9ES7TwETrndwNvdJMCShXkXT7qw1/cough-shallow_mel_2048_128.npy	128	391	9ES7TwETrndwNvdJMCShXkXT7qw1_train
data/coswara/Coswara-Data_0511/all/EuEoeANAhadcy5vzBikn3LxlGKh1/cough-shallow_mel_2048_128.npy	128	961	EuEoeANAhadcy5vzBikn3LxlGKh1_train
data/coswara/Coswara-Data_0511/all/vtQrOlM3F3SdHXw6tib3zjwlQFd2/cough-shallow_mel_2048_128.npy	128	586	vtQrOlM3F3SdHXw6tib3zjwlQFd2_train
data/coswara/Coswara-Data_0511/all/ptVjGFG0aEW5HjY8lyc5AwBc7cZ2/cough-shallow_mel_2048_128.npy	128	856	ptVjGFG0aEW5HjY8lyc5AwBc7cZ2_train
data/coswara/Coswara-Data_0511/all/u9b2Qx6yTPV1J5XWC19x0GP596C3/cough-shallow_mel_2048_128.npy	128	871	u9b2Qx6yTPV1J5XWC19x0GP596C3_train
data/coswara/Coswara-Data_0511/all/EaZfxkcnIWgsPfPW2XfFTjh7GQk2/cough-shallow_mel_2048_128.npy	128	466	EaZfxkcnIWgsPfPW2XfFTjh7GQk2_train
data/coswara/Coswara-Data_0511/all/2DlLebpOzxaURwfwyo2fZiWIF1Z2/cough-shallow_mel_2048_128.npy	128	686	2DlLebpOzxaURwfwyo2fZiWIF1Z2_train
data/coswara/Coswara-Data_0511/all/7lfdqN3JS8ZUOw42lMsIHbyCajA3/cough-shallow_mel_2048_128.npy	128	931	7lfdqN3JS8ZUOw42lMsIHbyCajA3_train
data/coswara/Coswara-Data_0511/all/lN6Y7317RFS0apVdnffs95djXIj1/cough-shallow_mel_2048_128.npy	128	496	lN6Y7317RFS0apVdnffs95djXIj1_train
data/coswara/Coswara-Data_0511/all/01n0u9YSkXQSkmN45J65eigyCMC3/cough-shallow_mel_2048_128.npy	128	601	01n0u9YSkXQSkmN45J65eigyCMC3_train
