/media/SSD/tungtk2/RespireNet
unnorm_log/train/101_1b1_Al_sc_Meditron_0_0.npy	192	204	101
unnorm_log/train/101_1b1_Al_sc_Meditron_1_0.npy	192	702	101
unnorm_log/train/101_1b1_Al_sc_Meditron_2_0.npy	192	543	101
unnorm_log/train/101_1b1_Al_sc_Meditron_3_0.npy	192	714	101
unnorm_log/train/101_1b1_Al_sc_Meditron_4_0.npy	192	618	101
unnorm_log/train/101_1b1_Al_sc_Meditron_5_0.npy	192	660	101
unnorm_log/train/101_1b1_Al_sc_Meditron_6_0.npy	192	702	101
unnorm_log/train/101_1b1_Al_sc_Meditron_7_0.npy	192	708	101
unnorm_log/train/101_1b1_Al_sc_Meditron_8_0.npy	192	633	101
unnorm_log/train/101_1b1_Al_sc_Meditron_9_0.npy	192	720	101
unnorm_log/train/101_1b1_Al_sc_Meditron_10_0.npy	192	678	101
unnorm_log/train/101_1b1_Al_sc_Meditron_11_0.npy	192	549	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_0_0.npy	192	417	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_1_0.npy	192	810	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_2_0.npy	192	801	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_3_0.npy	192	753	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_4_0.npy	192	672	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_5_0.npy	192	768	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_6_0.npy	192	753	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_7_0.npy	192	720	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_8_0.npy	192	762	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_9_0.npy	192	741	101
unnorm_log/train/101_1b1_Pr_sc_Meditron_10_0.npy	192	285	101
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_0_2.npy	192	1083	103
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_1_0.npy	192	1089	103
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_2_2.npy	192	1704	103
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_3_2.npy	192	1152	103
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_4_2.npy	192	1029	103
unnorm_log/train/103_2b2_Ar_mc_LittC2SE_5_0.npy	192	1122	103
unnorm_log/train/104_1b1_Al_sc_Litt3200_0_0.npy	192	705	104
unnorm_log/train/104_1b1_Al_sc_Litt3200_1_0.npy	192	705	104
unnorm_log/train/104_1b1_Al_sc_Litt3200_2_0.npy	192	885	104
unnorm_log/train/104_1b1_Al_sc_Litt3200_3_0.npy	192	804	104
unnorm_log/train/104_1b1_Al_sc_Litt3200_4_0.npy	192	1641	104
unnorm_log/train/104_1b1_Al_sc_Litt3200_5_0.npy	192	1215	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_0_2.npy	192	207	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_1_2.npy	192	1158	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_2_2.npy	192	807	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_3_2.npy	192	792	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_4_2.npy	192	723	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_5_2.npy	192	576	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_6_2.npy	192	639	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_7_2.npy	192	822	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_8_2.npy	192	777	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_9_2.npy	192	945	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_10_0.npy	192	1176	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_11_0.npy	192	291	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_12_0.npy	192	645	104
unnorm_log/train/104_1b1_Ar_sc_Litt3200_13_0.npy	192	348	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_0_0.npy	192	699	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_1_0.npy	192	711	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_2_0.npy	192	570	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_3_0.npy	192	765	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_4_1.npy	192	588	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_5_0.npy	192	861	104
unnorm_log/train/104_1b1_Ll_sc_Litt3200_6_0.npy	192	2160	104
unnorm_log/train/104_1b1_Lr_sc_Litt3200_0_0.npy	192	711	104
unnorm_log/train/104_1b1_Lr_sc_Litt3200_1_0.npy	192	594	104
unnorm_log/train/104_1b1_Lr_sc_Litt3200_2_0.npy	192	828	104
unnorm_log/train/104_1b1_Lr_sc_Litt3200_3_0.npy	192	906	104
unnorm_log/train/104_1b1_Lr_sc_Litt3200_4_0.npy	192	2325	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_0_0.npy	192	402	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_1_0.npy	192	549	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_2_0.npy	192	654	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_3_0.npy	192	924	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_4_0.npy	192	1059	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_5_0.npy	192	309	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_6_0.npy	192	276	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_7_0.npy	192	564	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_8_0.npy	192	1137	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_9_0.npy	192	618	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_10_0.npy	192	861	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_11_0.npy	192	567	104
unnorm_log/train/104_1b1_Pl_sc_Litt3200_12_0.npy	192	441	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_0_0.npy	192	852	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_1_0.npy	192	738	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_2_0.npy	192	888	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_3_0.npy	192	984	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_4_0.npy	192	789	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_5_0.npy	192	1290	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_6_0.npy	192	405	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_7_0.npy	192	285	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_8_0.npy	192	666	104
unnorm_log/train/104_1b1_Pr_sc_Litt3200_9_0.npy	192	561	104
unnorm_log/train/105_1b1_Tc_sc_Meditron_0_0.npy	192	843	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_1_0.npy	192	978	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_2_0.npy	192	987	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_3_0.npy	192	1062	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_4_0.npy	192	1137	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_5_0.npy	192	1056	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_6_0.npy	192	1062	105
unnorm_log/train/105_1b1_Tc_sc_Meditron_7_0.npy	192	339	105
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_0_1.npy	192	801	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_1_1.npy	192	924	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_2_0.npy	192	960	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_3_1.npy	192	879	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_4_1.npy	192	891	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_5_1.npy	192	903	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_6_1.npy	192	897	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_7_1.npy	192	906	106
unnorm_log/train/106_2b1_Pl_mc_LittC2SE_8_1.npy	192	285	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_0_2.npy	192	600	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_1_2.npy	192	939	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_2_0.npy	192	945	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_3_2.npy	192	945	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_4_2.npy	192	906	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_5_2.npy	192	870	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_6_2.npy	192	927	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_7_2.npy	192	870	106
unnorm_log/train/106_2b1_Pr_mc_LittC2SE_8_0.npy	192	291	106
unnorm_log/train/107_2b3_Al_mc_AKGC417L_0_1.npy	192	690	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_1_1.npy	192	1023	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_2_1.npy	192	975	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_3_1.npy	192	978	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_4_1.npy	192	1002	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_5_1.npy	192	891	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_6_1.npy	192	936	107
unnorm_log/train/107_2b3_Al_mc_AKGC417L_7_0.npy	192	393	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_0_1.npy	192	645	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_1_3.npy	192	1023	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_2_3.npy	192	975	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_3_3.npy	192	978	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_4_3.npy	192	1002	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_5_3.npy	192	891	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_6_3.npy	192	936	107
unnorm_log/train/107_2b3_Ar_mc_AKGC417L_7_3.npy	192	393	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_0_1.npy	192	645	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_1_1.npy	192	1023	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_2_1.npy	192	975	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_3_1.npy	192	978	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_4_1.npy	192	1002	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_5_1.npy	192	891	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_6_1.npy	192	936	107
unnorm_log/train/107_2b3_Ll_mc_AKGC417L_7_1.npy	192	393	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_0_0.npy	192	645	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_1_1.npy	192	750	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_2_1.npy	192	1254	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_3_1.npy	192	978	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_4_1.npy	192	1530	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_5_1.npy	192	891	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_6_1.npy	192	891	107
unnorm_log/train/107_2b3_Lr_mc_AKGC417L_7_1.npy	192	393	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_0_0.npy	192	645	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_1_0.npy	192	1023	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_2_0.npy	192	975	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_3_0.npy	192	978	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_4_0.npy	192	1002	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_5_0.npy	192	891	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_6_0.npy	192	936	107
unnorm_log/train/107_2b3_Pl_mc_AKGC417L_7_0.npy	192	393	107
unnorm_log/train/107_2b3_Pr_mc_AKGC417L_0_0.npy	192	645	107
unnorm_log/train/107_2b3_Pr_mc_AKGC417L_1_1.npy	192	1023	107
unnorm_log/train/107_2b3_Pr_mc_AKGC417L_2_3.npy	192	975	107
